ham,"Wow, that first trailer was terrible xD Good thing that the movie was awesome :D﻿"
ham,Who else is here before infinity war?﻿
ham,2018?﻿
ham,Old avenger's V.S before Avenger's infinity war. Who is perfeck﻿
ham,What is the song?﻿
ham,watching this in 2018😂﻿
ham,Look how far we've come﻿
ham,Infinity War﻿
ham,Fake﻿
ham,OMG When is this coming out?﻿
ham,The music sucks﻿
ham,That music tho..makes it look like a 2000's trailer﻿
ham,Anyone here from the infinity war trailer﻿
ham,"Boy oh boy, I can't wait until this movie comes out.﻿"
ham,"Back when Iron Man was the center of attention. Now we have Star Lord, post Ragnarok Thor, Dr. Strange, Spider-Man, Black Panther and many more. I love Marvel.﻿"
ham,From Star To End﻿
ham,What music is this?﻿
ham,And somehow youtube wants me to watch this...﻿
ham,God I just got punched by the mid 2000s﻿
ham,2018?﻿
ham,Notice Loki was hardly in this trailer as well....﻿
ham,"""There was an idea""

          Fury 2012

""There was an idea""
           Stark 2018﻿"
ham,Trailer's dated faster than movies﻿
ham,this trailer freaked me out that this was actually happening﻿
ham,Can't wait for this to come out﻿
ham,2018?﻿
ham,"""THE END IS NEAR""﻿"
ham,Nice infinity war trailer﻿
ham,this looks good﻿
ham,Infinity war !!!!!﻿
ham,Does anyone else notice how more realistic iron mans movements are here than in newer movies﻿
ham,Theyve improved the trailers so much﻿
ham,We've come a long way.﻿
ham,Why is this in my recommended.﻿
ham,11 days﻿
ham,9 More days to Infinity War for Singapore﻿
ham,omg﻿
ham,Back when trailers were shit and the movie was awesome﻿
ham,Why is this on my recommended?﻿
ham,They're clowns﻿
ham,I came here for nostalgia purposes﻿
ham,The End is Near﻿
ham,Nine Inch Nails sounds softly in the background﻿
ham,10 years...﻿
ham,We’ve come a long way﻿
ham,Wait who else got this video from their Recommendation﻿
ham,2 weeks more till Avengers Infinity War﻿
ham,2011 trailers were so cliche﻿
ham,Damn this was a pretty shitty trailer when you really think about it﻿
ham,The first 30 seconds of the trailer feels like its a transformers movie﻿
ham,2018 anyone??﻿
ham,tears﻿
ham,Loki﻿
ham,Who is watching before/after infinity war﻿
ham,My childhood﻿
ham,"Wow, its come so far and lasted so long. I rember going to see this movie in theatres.﻿"
ham,"Tony : ""if we can't protect the earth,you will be damn sure we'll avenged it""﻿"
ham,Ah memories﻿
ham,Avengers İnfinity War is coming. This is very old.﻿
ham,Wow this feels like a dinosaur﻿
ham,How far we've come﻿
ham,How have I only just seen this now﻿
ham,"The movie was great, but this trailer sucked﻿"
ham,I can't believe that now there are only 2 weeks left to see tha last chapter of EVERYTHING﻿
ham,Watching these old trailers makes me wonder how the hell Marvel pulled this shit off. The movies are great but these trailers were kinda shitty until Phase 2 and then it's only Phase 3 where the trailers were really damn good.﻿
ham,Loki seems so weak compared to what they’re up against nowadays﻿
ham,"First time seeing it, awesome trailer﻿"
ham,The style of trailer was so different to how the trailers are now. Progression﻿
ham,"6 years. 6 years. It's actually mad I can't believe it. I was finishing primary school now I'm finishing high school, crazy﻿"
ham,"""The end is near"".   -Thanos﻿"
ham,"Who watched this before ""Infinity War""?﻿"
ham,There was an Idea....5 years later and this words still making sense﻿
ham,I remember cringing at this trailer when it came out. I guess it was already outdated when lauched lol﻿
ham,Ha! Thats cute﻿
ham,Oh yes back when we hant even heard of a superhero called black panther﻿
ham,"Who's watching this in in 2018 and thinking: ""People were hyped for THIS prior to Infinity War?""?﻿"
ham,Ohaa﻿
ham,"May 2012,
and then...

May 2018.
Oh no, April 2018 for you. ;)﻿"
ham,ahh 2011 was a simpler time﻿
ham,and here we are now﻿
ham,"looking back at this now its like damnnn, what a shit trailer and movie lol﻿"
ham,6 years later 2018﻿
ham,"We had an idea, wow that’s in infinity war trailer to lol﻿"
ham,"Ahhh simpler times... (,:﻿"
ham,Looks like a fan made trailer﻿
ham,Where's hawkeye?﻿
ham,Cant wait to see this movie... again﻿
ham,Anyone here after the infinity war trailer﻿
ham,I feel old...﻿
ham,"Thanos: HA! HAHAHAHAHAHA, OH, oh my.... Oh my god. hehehe, this is just, hehe, oh, Adorable!﻿"
ham,2018 watching this for infinity wars. Who else﻿
ham,Y pensar que estamos a días de Infinity War﻿
ham,13 days﻿
ham,"'Meh, It's gonna be IRONMAN2.5 How can it be good?

Everyone thoughts about this movie before came out....﻿"
ham,This trailer didn't really spoil anything. What a good trailer should be﻿
ham,"It’s funny, that Infinity War has nearly 6 times the views.﻿"
ham,2018? Anyone?﻿
ham,the badass music makes me laugh so much wow﻿
ham,Que feo trailer :V pero bien que me orgasmie cuando lo vi ese dia u.u﻿
ham,Anyone watching this in 2018﻿
ham,6 years ago﻿
ham,"Tom Hiddleston, what an incredible actor..﻿"
ham,"""a genius, playboy, philanthropist.""😂﻿"
ham,This trailer music doesn't fit at all lol﻿
ham,"It's​ been amazing, and the memories were good. We'll miss you.﻿"
ham,still gives me goosebumps 😌﻿
ham,The improvement from this trailer to the Infinity War trailer is amazing﻿
ham,so much potential back then.﻿
ham,Wow I can’t believe it’s 2018 and where already getting infinity war﻿
ham,Avengers directed by Michael Bay.﻿
ham,OLD TIMES NOW IS INFINITY WAR﻿
ham,Avenger 4 go's back to this time﻿
ham,Why would thay post this?﻿
ham,The crazy 2000s trailers with a cliche rock song I love it﻿
ham,Thats amazing The mcu is just amazing﻿
ham,Cap and Thor's costumes in this did not age well at all.﻿
ham,I am so thankful to be apart of this﻿
ham,I did not remember how bad this trailer was﻿
ham,Iron man.﻿
ham,Anybody seeing this in 2018 and preparing for Infinity War?﻿
ham,Hacker??????????﻿
ham,Ten years of awesomeness﻿
ham,Terrible song choice﻿
ham,Marvels trailer game has improved since this﻿
ham,WHHHHY they don't use Nine Inch Nails and Tool as music trailer anymore ??!!﻿
ham,We have come a long way.﻿
ham,There was an idea﻿
ham,Infinity War already on the loose﻿
ham,"Wow this just got recommended in my feed, feels dude﻿"
ham,seeing this after seeing infinity war trailer makes it look like a dummy﻿
ham,i remember  seeing this trailer 7 years  omg  i am gonna miss them﻿
ham,Remember  that time when you were watching ur childhood heroes fighting together first time in live action  movie.﻿
ham,The nostalgia from back then everybody was waiting for this big fat blockbuster movie no we are here waiting for infinity war I'm happy to see how far the MCU has came﻿
ham,First time seeing this trailer and its so weird for some reason. Completely different to how they are now but still looked good.﻿
ham,*sigh*...ahh the good old days when our heroes weren't beiNG SLAUGHTERED BY A GIANT PURPLE JOSH BROLIN﻿
ham,"""The end is near""﻿"
ham,Weird trailer﻿
ham,'There was an idea' is on the Avengers Infinity War's trailer﻿
ham,They have no idea whats yet to come﻿
ham,"2018
17 days for infinty war﻿"
ham,What a outdated trailer.﻿
ham,after infinity war﻿
ham,"TRIGGERED because he said gentlemen when Black Widow is in the avengers too I’m so sad that this is the way men treat women you racist ageist scum of the earth 






One two three four I declare infinity war﻿"
ham,lol they've gotten a thousand times better at making trailers this is so outdated﻿
ham,I CAN'T WAIT TO SEE THIS!!!!!﻿
ham,God the music actually sucks.﻿
ham,This trailer don’t even look that good and this is actually the first time I’ve seen this trailer. I can understand why people thought this might not have been a good movie at first but we were wrong﻿
ham,Who’s here hyped to watch Avengers Age of Ultron!!! I’m stoked! Oh wait....﻿
ham,Avengers infinity war now﻿
ham,First time I see this trailer in English.﻿
ham,How does this only uave 28mil views?﻿
ham,2018 anyone? ( 2 weeks before INFINITY WAR )﻿
ham,Who's here after infinity war trailer?﻿
ham,Avengers infinity war in 3 weeks﻿
ham,Osm trailer of all time﻿
ham,Where it all started...﻿
ham,Ewww is this what trailers were like?﻿
ham,"Imagine showing the Marvel fans of then, the MCU now﻿"
ham,6 years already? Gosh﻿
ham,Haci q de haqui sacaron las Palabras del trailer de infinity war eh...﻿
ham,Alguien en 2018﻿
ham,2018﻿
ham,"Así que ya está, todo al conducido hasta aquí ...﻿"
ham,This looks so cheesy now compared to AoU and IW﻿
ham,Hit like if watching after Infinity war trailer.﻿
ham,Anyone watching from 2016?﻿
ham,When is this coming out? This looks sooo cool﻿
ham,Did Michael bay make this trailer?﻿
ham,this trailer is so dated!! i cant believe that it was 6 years ago and how the things have advanced.﻿
ham,6 yrs later﻿
ham,Omg 2018﻿
ham,2018﻿
ham,".                          
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.﻿"
ham,Who's here after watching infinity war trailer 2018 😊❤﻿
ham,Doctor strange used the time stone time to relive the past again﻿
ham,"OH HEY I remember seeing this for the first time and was like ""Marvel, huh? have to check it out."" Now, I watch the infinity war trailer and am like ""Thinking logically of the event that happened in the (marvel movie) post credits scene, we can assume that(important detail/character) may affect the plot of Infinity War because of the evidence in Infinity War's trailer. More evidence of this is because in (specific marvel comic) Something along the lines of this happened.""﻿"
ham,“There was an idea”﻿
ham,"Lembro desse filme...
E agora, kkk esperando guerra infinita﻿"
ham,Worst Marvel movie i ever seen . Whedon is so bad﻿
ham,2018??﻿
ham,Cheesy af I love it﻿
ham,The Movie is so better than the trailer... This is weird xD﻿
ham,Crazy comparing this to the infinity war trailer. Style/storyline/cast size etc.﻿
ham,Anyone april 9﻿
ham,Song name?﻿
ham,There was an idea of bringing group of remarkable people together.﻿
ham,2018?﻿
ham,2012 and Better CGI than Justice League...﻿
ham,Who be watching in 2018﻿
ham,Whos here after black panther﻿
ham,Back when the MCU was a Paramount property﻿
ham,This trailer makes it seem like Iron Man is the main hero﻿
ham,awesome trailor man just awesome the trailor music was very different than theme music﻿
ham,"Spoiler!
Avengers will win! :D﻿"
ham,Its been 6 years and i dont even know this trailer had occured and i m seeing it for the FIRST time....LOL﻿
ham,I got this suggestion after watching infinity war trailer﻿
ham,There was an idea﻿
ham,for Infinity War﻿
ham,19 more days 😀﻿
ham,"Did you realize the differences between Avengers and Infinity War trailers. Avengers is just so positive and kind of happy. There are jokes and that music and then there is Infinity War..Music is sad, people are sad, no jokes, they make you remember the old times you can feel that it actually ends and it's been a long way﻿"
ham,So hyped.. Oh wait this isn't the Infinity War trailer.﻿
ham,Watching after infinity war trailer﻿
ham,Still gives me goosebumps. This is one of my favorite movies ever. Can’t wait for Infinity War!﻿
ham,2018?﻿
ham,"The film is called The Avengers, but in the UK it's called Avengers Assemble.﻿"
ham,INFINITY WAR BABY﻿
ham,"This is the 1st time im watching 1st avengers trailer,,it still rocks💪💪😎😎﻿"
ham,God the trailers gotten so much better﻿
ham,There Was An Idea. To make 3 Amazing Movies!﻿
ham,Un simple español pasando por acá...﻿
ham,The music really sucked for this trailer﻿
ham,"""genius, millionaire, playboy filantropist"" best line ever.﻿"
ham,"Still my favorite marvel movie! It was such a big deal back in 2012, to have all of them brought together in 1 movie, can still remember the excitement! 
And now 6 years later, marvel still manages to bring back all those feels, cannot wait for IW !﻿"
ham,I still watch this awsm movie in 2018﻿
ham,Imagine if Thanos was Jake Paul﻿
ham,I remember first seeing this trailer losing my shit﻿
ham,2018?﻿
ham,"Wow, a bad trailer for a great movie!﻿"
ham,"Amazing trailer, amazing song﻿"
ham,"Amazing trailer, amazing song﻿"
ham,2018 people?﻿
ham,This movie is still best movie of MCU. The plot is so strong. Stronger than the avengers 2. It's still have great memories. Heroes are more developed because of this film. Connections between marvel heroes and the fans become so so strong because of this flim.﻿
ham,Such a mish-mash of stuff in this trailer﻿
ham,This does put a smile on my face﻿
ham,What a piece of shit movie﻿
ham,can't believe it's been 6 years﻿
ham,"Everything about this screams ""Early 2000's"" and I'm not sure I'm okay with that﻿"
ham,Like yes have 2018﻿
ham,Not so good as infinity war trailer﻿
ham,Need to watch it again!﻿
ham,Avengers Infinity War it's Coming...﻿
ham,"I remember when this first came out and and everyone was losing their minds at how huge this movie was, and to think it was only 6 characters on screen. Now we have about 60+... time flies﻿"
ham,"Just to put into perspective how big the MCU has grown, this trailer has 27mil views and the Infinity was trailer has 161mil views...﻿"
ham,en.......﻿
ham,Is it just me or was this trailer not that memorable ?﻿
ham,This does put a smile on my face﻿
ham,Here before 28 million views.﻿
ham,2018? Later is Infinity War :v﻿
ham,What a terrible trailer lmao.﻿
ham,You will die﻿
ham,Thumbs up if you are watching this trailer after watching Avengers Infinity War Movie﻿
ham,"Son of a bITCH THEY'RE USING THE SAME WORDS THEY USED IN THE FIRST TRAILER FOR INFINITY WAR. MARVEL, WHY?!?﻿"
ham,who came here from Infinity war trailer?﻿
ham,"There was an idea...

To bring together, a group of remarkable people﻿"
ham,Anybody else watching in 2018?﻿
ham,Haha cute﻿
ham,Song?﻿
ham,Y ahora estamos a menos de 30 días de ver INFINITY WAR 😅😀😂﻿
ham,I'm from 2018 and infinity war is going to rock!﻿
ham,2018﻿
ham,watching this again because why not﻿
ham,why are you watching this in 2018?﻿
ham,"""the begining""﻿"
ham,The Infinity War trailer got the same amount of views as this one got in 6 years in just 24 hours!﻿
ham,Im japanese. what's this song？ I like it.﻿
ham,Who’s here after watching the Infinity War trailer?﻿
ham,I love Marvel... but this is a bad trailer...﻿
ham,En que parte grito andres navy?﻿
ham,Anyone watching right before infinity war?﻿
ham,"From 100k likes to 1,5mil likes and that’s what I like :]﻿"
ham,And now we got Infinity War﻿
ham,My god its already been 6 fcukin years!!!﻿
ham,Is this a fan made trailer......😂😂﻿
ham,I just realised that the same lines were in the infinity war trailer﻿
ham,now we have the Infinity war trailer﻿
ham,Infinity War...﻿
ham,The Infinity War hype brought me here to witness the original quote from Samuel L Jackson's mouth. That's so epic!!﻿
ham,THIS IS START!﻿
ham,When you realize it nick says the same thing it does in the infinity war trailer.﻿
ham,I remember me an my cousin watching this for the first time like 6 or 7 years ago. And now it just feels depressing watching it again﻿
ham,2018??﻿
ham,Who here after seeing the new avengers infinity war trailer?﻿
ham,Just this trailer alone is better than the justice league movie !﻿
ham,samuel l jackson a.k.a nick fury make this movie looks so badass  he is the key avengers﻿
ham,Who's seeing this after watch infinity war trailer??﻿
ham,still waiting for avenger : infinity war <3﻿
ham,"If anyone is looking for a really fun horror show to watch, give Ash VS Evil Dead a shot. The first two seasons are up on Netflix and season 3 is currently airing on Starz. It's one of the goriest and most original horror/comedy shows I've ever seen! It has Bruce Campbell, Lucy Lawless, Lee Majors, etc.﻿"
ham,This look like shit now haha﻿
ham,And 7 years later... I'm still here. Better than ever with fuckin tears of joy in my eyes!﻿
ham,First time in 2018﻿
ham,Best superhero movie ever﻿
ham,"In 2011 I would’ve liked this!
But now this is like a lullaby😴😴😴﻿"
ham,who is still watching this trailer﻿
ham,Watching this for the first time. That too after watching both the Infinity War trailers. It's dope !﻿
ham,"""there was an idea ""﻿"
ham,"Holy, the trailers are so much better now.﻿"
ham,Wow first time i'm seeing that :D﻿
ham,I very like avengers﻿
ham,I HOPE THEY REMMBER YOU....﻿
ham,Anyone in 2018 here﻿
ham,"My Road To Infinity War  next  stop is Here The Avengers 

Iron-Man ✅
The Incredible Hulk ✅
Iron-Man 2 ✅
Thor ✅
Captain America The First Avenger ✅
The Avengers 
Iron-Man 3 
Thor The Dark World 
Captain America The Winter Soldier 
Guardians Of The Galaxy 
Avengers:Age Of Ultron 
Ant-Man 
Captain America The Civil War 
Doctor Strange 
Guardians Of The Galaxy Vol 2
Spider-Man Homecoming 
Thor Ragnarok 
Black Panther 
Avengers Infinity War﻿"
ham,look how far we`ve come from﻿
ham,2018 anyone ??﻿
ham,Anybody else revisiting this trailer after watching the new one for Infinity War?﻿
ham,"well, trailers are edited and thought better nowadays.﻿"
ham,How did I not notice that Infinity War was coming out the same date the first avengers did!? (I know the new date is April 27 but the old date)﻿
ham,Honestly they getting better on the trailer infinity war﻿
ham,That’s really bad trailer for a so good movie﻿
ham,there was an idea....﻿
ham,Marvel have Improved their trailers so much😂😂😂﻿
ham,Here After watching avengers infinity war 2 trailer﻿
ham,After infinity war trailer???﻿
ham,THE PATH FOR INFINITE WAR﻿
ham,The quality of how they make the trailers now is so different. Not some rock music but orchestral﻿
ham,came here seeing infinity war trailer 2 and damn this trailer is bad﻿
ham,Here after infiniti war trailer😍﻿
ham,there was an idea﻿
ham,2020 anyone??﻿
ham,"It started with six. 
Then eight. 
Now, twenty two. 

There’s no way the MCU became this awesome.﻿"
ham,Flashbacks﻿
ham,Like si ya quieres ver infinity war﻿
ham,"Loki prepared the world, Ultron changed the world, Thanos destroyed the world...﻿"
ham,So much better than the infinity war trailer﻿
ham,good times﻿
ham,Next thing ya know... AVENGERS INFINITY WAR﻿
ham,JUST RE-WATCHING IT TO LOOK HOW FAR WE'VE COME...﻿
ham,Whos here after watching infinity war trailer﻿
ham,Who's here after watching Avengers Infinity War second Trailer ??﻿
ham,2018﻿
ham,I never saw this trailer﻿
ham,There was an Idea.........﻿
ham,""" Dread it. Run from it. Destiny still arrives...


... I hope they'll remember you. ""﻿"
ham,Memory lane﻿
ham,Haha to see how far we done came﻿
ham,So this is how it all began﻿
ham,There was an idea .............﻿
ham,There was an idea.....﻿
ham,2018?﻿
ham,There was a idea﻿
ham,What I'm watching this in 2018﻿
ham,Who’s watching this in 2018 when the hype is real﻿
ham,So old﻿
ham,2018?﻿
ham,2018? Anyone !!﻿
ham,OH MY GOD THEY USED THE SAME INTRO FFJKJKJKLLJS﻿
ham,Who came here after watching Trailer 2 of IW :3 ?﻿
ham,"Same line in the trailer of avengers and infinity wars ""there was an idea of bringing together a group of remarkable people"" lol﻿"
ham,Who else is watching this after watching the trailer of infinity wars﻿
ham,"Remember when there were only 6 avengers...
Now there’s like 617﻿"
ham,"As a kid, this trailer was awesome.
Now, it's kinda cringey to watch.﻿"
ham,Cool﻿
ham,La esperó con ansias esto será épico alfin todos los héroes reunidos en una peliii﻿
ham,Nine inch nails makes this better﻿
ham,Old times..﻿
ham,There was an idea...﻿
ham,"It's amazing to think that just six years ago this was a mindblowing new frontier, now it's just like an obscenely expensive TV show we all take for granted.﻿"
ham,This was a special movie.﻿
ham,i see this first in 2018...﻿
ham,Anyone here after Infinitiy war trailer?﻿
ham,Who's watching this after infinity war's new trailer?﻿
ham,10 years﻿
ham,2018?﻿
ham,Someone in 2018﻿
ham,Marvel is best still this trailer looks great after 7 years﻿
ham,Why do I not remember watching this trailer. I remember getting excited to see the movie and going to it and all the hype. But not the trailer﻿
ham,Anyone else watching this after the IW trailer?﻿
ham,Gosh captain sucks with a machine gun﻿
ham,Finaly exited﻿
ham,New one just dropped today﻿
ham,"I can’t believe this happened 6 years ago 
When this came out I was a freshman in High School 
Now I’m going into my 4th year of college 
Yet it feels like i watched this trailer only a month ago﻿"
ham,comparing this with infinity wars trailer.... we've come so far﻿
ham,Who's watching this for the first time!﻿
ham,incredible what this fandom has become :)﻿
ham,Who came here after iw trailer 2?﻿
ham,"Yooo, when does this come out again.﻿"
ham,Just came by from that infinity trailer ntg to see here﻿
ham,There is still idea 6 years later﻿
ham,How many people are watching this after watching the movie﻿
ham,Who is watching after infinty war?﻿
ham,There was an idea.....﻿
ham,2018?﻿
ham,The song is so cheesy tho😂😂😂﻿
ham,What is the cringe music in the background﻿
ham,#2???﻿
ham,whos here in 2018﻿
ham,I'm also first time seeing this trailer bt I watched movie 6 time﻿
ham,2018??? Anyone﻿
ham,How far we've come. From Loki to Thanos﻿
ham,Anyone know the name of that song?﻿
ham,This is really bad....﻿
ham,Who's watching this in 2018?﻿
ham,Que hermoso fue cuando vi el trailer﻿
ham,Memories  😍﻿
ham,"India is not that backward nation. we are the developing nation. But this movie was insult to our nation. Please We r not that rich like US,but we r not that poor as well. Belived that.﻿"
ham,Im here because im feeding my mcu trailer addiction after marvel left me to go cold turkey!! Still no aiw trailer 2! 😫﻿
ham,"""- Была идея...""

""There was an idea...""﻿"
ham,Man this company has gone so far and I’m getting emotional﻿
ham,I’m surprised this trailer doesn’t have that many views﻿
ham,"This movie was just average, not great, age of ultron was quite good but i know iw is going to be masterpiece 😍﻿"
ham,90s styled trailer in 2012. Probably Joss being nostalgic.﻿
ham,loki is the best thing marvel did﻿
ham,Yep from infinity war😂﻿
ham,Who still watching 2018﻿
ham,NIN anybody?﻿
ham,nam flashbacks﻿
ham,How little we knew.﻿
ham,Wow was this really that long ago?﻿
ham,2089?﻿
ham,this is so edgy holy shit﻿
ham,It never gets old..﻿
ham,8 years later here i am watching the same'ol trailer﻿
ham,The MCU has come a long way in terms of the way they make their trailers﻿
ham,I love this movie﻿
ham,2018?﻿
ham,Christ this is dated﻿
ham,damn this looks so fanmade haha...  im glad they got rid of shitty rock music on its trailers lol﻿
ham,The old days😂﻿
ham,"I don’t know why, but I’m re watching everything! Already seen BP twice, can’t wait for Infinity War﻿"
ham,Take that of > Take that away﻿
ham,There was an idea...﻿
ham,I’m so excited for this movie to come out!﻿
ham,Dude I think if they worked a little harder on there movie ideas but in other words I didn't like it ..!﻿
ham,Roses are red violent us blue and so r u...!﻿
ham,"It was so cool.
There was an idea.....﻿"
ham,:v﻿
ham,Seems a lil bit cheesy now﻿
ham,binge watching the 3 avengers trailers﻿
ham,What a cheesy trailer﻿
ham,I'm with you till the end of the line﻿
ham,I SWEAR MARVEL IF YOU KILL LOKI YOU WILL REGRET IT. HIS ARMY OF FANS WILL COME FOR YOU.﻿
ham,There was an Idea.... Super ready for Infinity War!!!﻿
ham,"Alright, I guess I'll say it.

I 'm not hype for Infinity War.
Marvel is getting boring.
(Waits for angry replies)﻿"
ham,Remember this good times? Wow﻿
ham,This almost looks fan made﻿
ham,Me acabo de dar cuenta que lo que dice al inicio del tráiler de Infinity war es lo mismo que en este :'D﻿
ham,I think that this is the best movie out of all the Marvel movies. And Iron Man is the best.﻿
ham,Who r watching in 2018....???﻿
ham,Wow in 7 year look what trailers went from then to now. This trailer just sucks﻿
ham,This trailer rally doesn’t hold up﻿
ham,I'm so excited for this movie ;)﻿
ham,Loki ain't looking so bad now eh?﻿
ham,Can't believe come May it'll be 10 year's! Cant wait for Infinity War!﻿
ham,Meh.﻿
ham,I miss coulson in mcu﻿
ham,I love this ❤﻿
ham,This trailer is cringey from the music to the editing but its still a good movie﻿
ham,What’s the song towards the end?﻿
ham,Just come here for ' there was an idea......'﻿
ham,Compare this trailer to the infinity war trailer😂😂﻿
ham,Everyone here from infinity war and I dont really give a shit.  I’m just here for Nine Inch Nials 😝﻿
ham,Who’s here after watching the Infinity War trailer?﻿
ham,"everyone here is so SMALL omg 
like especially steve look at how soft and dorky he looks in this trailer and then you go to the infinity war trailer and that mf has a BEARD﻿"
ham,"I wasn't alive during the start of the Star Wars saga, but at least I was during the MCU. This will go down in legendary status for decades to come.﻿"
ham,They just getting  better and better after every movie﻿
ham,2018﻿
ham,"There was an idea...
To bring together a group of remarkable people
So when we needed them
They could fight the battles
That we never could.﻿"
ham,"Remember when we all thought this was impossible to make good?
And now I hear the ""there was an idea"" speech in this trailer, now I know infinity war won't fail﻿"
ham,0:42. Infinity war reference﻿
ham,There's no Loki in the Trailer﻿
ham,Who is here after infinity war?﻿
ham,"None of us thought Marvel could recreate this hype, but they did. Infinity War, we're ready.﻿"
ham,👍👻﻿
ham,There Was An Idea﻿
ham,The fact that the dialogue in this trailer is repeated in the Infinity War trailer is just unbelievable and mind blowing.﻿
ham,Captain America are best﻿
ham,Y dis look fan made﻿
ham,Is it ironic that Infinity War will come on May too﻿
ham,Nine inch nails boi﻿
ham,Wow this was awful compared to the ones they make these days haha.﻿
ham,I watched this movie 100 times﻿
ham,2018﻿
ham,0:43 found the lines from (A:IW)﻿
ham,"Is it weird that I watched every single movie, I watched 3 seasons of Agents of Shield, I watched Agent Carter, I watched all of the Defenders, but I've never watched this trailer? o_O﻿"
ham,2018???﻿
ham,Anyone in 2018﻿
ham,"""There was an idea""

Play wold of thanks :D﻿"
ham,"""There was an idea""
There I'am getting goosebumps﻿"
ham,Getting hyped for a movie I’ve already seen﻿
ham,"now that im watching this for the first time, i can only imagine the incredible excitement and hype for this movie before it came out.﻿"
ham,NOSTALGIA﻿
ham,First time I’m seeing this trailer﻿
ham,Name of the song? :v﻿
ham,2018 anyone?﻿
ham,EU VIVI ISSO. MEU DEUS. 10 ANOS DE MCU﻿
ham,20hrs 38mins of proof that a superhero teamup can outperform a finale to an amazingly directed and imagined trilogy at the box office.﻿
ham,Who watches this in 2K18?﻿
ham,Feel old yet﻿
ham,old school trailer... watch rite aftr I.War traier﻿
ham,Damn this was 6 years ago???﻿
ham,When the special ed kids are allowed to put on their Halloween costumes.﻿
